Paper_ID,Assigned to,Title,Lead author,Year,Journal,Time of year,Spatial_scale,Country,Continent,Taxonomic scope,Species,Taxonomic_group,Quarry Species,Offtake_type,Hunting regime,Population_Model,Comparison,Demographic_impact,Demographic_data_used,Harvest_data_used,Hunting_characteristics,Hunting_Bias,Effect,Synopsis,Carry-over,Discussion_Cat,Effect_Synopsis,Demographic_Direction,Bias_Direction,Hunter_skill,Skill_consequence,Notes,Paper_Retained
M029,Chocolate,Spatiotemporal heterogeneity of greater snow goose harvest and implications for hunting regulations,"Calvert, AM.",2005,Journal of Wildlife Management,NA,Flyway,Canada and USA,North America,single-species,Chen caerulescens atlantica,Geese,Yes,Direct harvest,NA,No,NA,Regional,CMR,Banded recovery,NA,Age bias,Bias,"More juv in canada (69%) than in US (44%). Country*age interaction rpesent in best model. Region^age interaction present in Quebec where recoveries are made in Canada. If harvest rate is different under diff regulations. Region*season not present in Quebec when there is spring harvest, but more adults are harvested in spring compared to fall (59% and 34% respectively). Harvest rate increase in adult but not juv after there is spring harvest. sex and interaction term only appeared in best model in Canada/US only. Canada Juv recovery has 51.1% female which is almost half. Adult female 57.4%. US juv 47.7%, adult 54.3% female.",No,HD,Yes,None,location differences,NA,NA,NA,Yes
M030,Chocolate,Effects of duckling body condition on hunting vulnerability in juvenile and immature common eiders Somateria mollissima,"Christensen, TK.",2001,Wildlife Biology,NA,National,Denmark,Europe,single-species,Somateria mollissima,Duck,Yes,Direct harvest,NA,No,NA,NA,CMR,Banded recovery,NA,Body condition,Bias,"Recovery = dead bird. Propotion of ringed birds over non ringed birds shot each year is similar, chi sq test 8.17, p > 0.05. Probability of being shot is independent of the size by tarsus length at capture. For juv birds, negative in one year, positive in one year, no effect in 3 years. For the two years with + and - effect, the mean body condition of shot juv birds is not sig diff despite sig diff in mean body condition when birds were ringed (test of homogeneity of slopes: t = -0.64, d f = 53, P > 0.10; ANCOVA: t = 0.95, df = 54, P > 0.10).. Body condition upon ringing of shot juv and adults are not sig diff (test of homogeneity of slopes: t = -0.45, df = 88, P > 0.10; ANCOVA: t= 1.30, P > 0.10).",No,VU,Yes,None,body condition,NA,Na,"Lots of variation both in condition and effects of condition on vulnerability. Overall hunting vulnerability appears to be related to a specific (poor) level of condition attained before fledging. Effect only detected in cohorts with best and poorest mean condition, not intermediate cohorts. In poorest year - opposite trend - might be due to natural mortality of very poor individuals.",Yes
M031,Chocolate,"Factors affecting the bag size of the common eider Somateria mollissima in Denmark, 1980-2000","Christensen, TK.",2005,Wildlife Biology,NA,National,Denmark,Europe,single-species,Somateria mollissima,Duck,Yes,Direct harvest,NA,No,NA,Annual,NA,Bag total,NA,NA,NA,"Also use wing survey data which is wings of dead birds being sent back for age identification etc. Stepwaise multiple regression on what factors affect bag size. Did try to make some speculations on bird pop across time but not directly from avilable data. No correlation between hunter number of individual bag size, thus speculating bag size is not affected by bird numbers. Number of eider hunters significantly explained 71.3% of the variation in bag size, and the annual juvenile:adult female ratio in October significantly explained 10.6% of the variation",No,HR,Yes,None,NA,NA,NA,Just looked at factors explaining national bag size (harvest rates) over time. Found that number of hunters and not population size of eider influenced bag size the most.,Yes
M032,Chocolate,Changes in age and sex ratios amongst samples of hunter-shot wings from common duck species in Denmark 1982-2010,"Christensen, TK.",2014,European Journal of Wildlife Research,NA,National,Denmark,Europe,multi-species,Multiple,Duck,Yes,Direct harvest,NA,No,NA,Annual,NA,NA,NA,Age bias,Bias,"Looked at changes in age and sex ratios from the Danish wing survey from 1982 across eight quarry species. Wigeon, Shoveler, Pintail and Teal showed significant declines proportion of young birds over time. Danish wing survey. Look at change in age/sex ration in harvesting ducks over time and hunting methods. Wigeon shot over decoys contained a significantly lower proportion of first-winter birds (57.2 %) than those not shot over decoys (64.2 %, F1,35=6.69, P =0.014). Proportions of females amongst the adult segment of the wing samples which was significantly lower amongst birds shot over decoys
(26.6 %) compared with those not (39.9 %, F1,35=21.0, P <0.0001). However same analysis done on all 8 sp meaning muultiiple testing with no p correction.",No,HR,Yes,None,juveniles,NA,NA,Decline in juvenile HR over time across species. Think HD is correct classification.,Yes
M032,Chocolate,Changes in age and sex ratios amongst samples of hunter-shot wings from common duck species in Denmark 1982-2010,"Christensen, TK.",2014,European Journal of Wildlife Research,NA,National,Denmark,Europe,multi-species,Anas penelope,Duck,Yes,Direct harvest,NA,No,NA,NA,NA,NA,NA,Sex bias,Bias,"For Wigeon they also noticed a decline in proportion of females over time. Not clear if wing surveys represent accurate pop trends - if so concerning for the population. Danish wing survey. Look at change in age/sex ration in harvesting ducks over time and hunting methods. Wigeon shot over decoys contained a significantly lower proportion of first-winter birds (57.2 %) than those not shot over decoys (64.2 %, F1,35=6.69, P =0.014). Proportions of females amongst the adult segment of the wing samples which was significantly lower amongst birds shot over decoys
(26.6 %) compared with those not (39.9 %, F1,35=21.0, P <0.0001). However same analysis done on all 8 sp meaning muultiiple testing with no p correction.",No,HR,Yes,None,females,NA,NA,Decline in female harvest rates over time. Think this should be HR rather than Dat. Unclear if this reflects accurate pop trends - concerning if this is accurate.,Yes
M033,Chocolate,Managing hunted populations through sex-specific season lengths: a case of the Common Eider in the Baltic-Wadden Sea flyway population,"Christensen, TK.",2014,European Journal of Wildlife Research,NA,National,Denmark,Europe,single-species,Somateria mollissima,Duck,Yes,Direct harvest,NA,Yes,NA,NA,NA,Bag total,Shoot duration,NA,Negative,"Also use wing survey data which is wings of dead birds being sent back for age identification etc. Shortening the open season by 44 and 46 days for females and 13 and 15 days for males from the hunting seasons 2004/2005 and 2011/2012 onwards, respectively. These reduced the kill of adult females by 82 %, adult males by 31 %, juvenile females by 58 % and juvenile males by 55 %. Demographic modelling  (response: pop growth rate) of the female population showed that the effects of the reduced hunting would correspond to an increase in the annual population growth rate from the previous ?6.3 to ?3.6 % (post 2004) and ?1.6 % (post 2011). Full ban on female (including juv)  expect to cause 0.7% growth rate.",No,Abun,Yes,Negative,NA,NA,NA,Shortening open season for females leads to reduced hunting mortality and population modelling reveals this will lead to increased pop growth rates.,Yes
M035,Chocolate,mpact of hunting along the migration corridor of pink-footed geese Anser brachyrhynchus - implications for sustainable harvest management,"Clausen, KK.",2017,Journal of Applied Ecology,Migration,Flyway,"Norway, Danmark (staging grounds)",Europe,single-species,Anser brachyrhynchus,Geese,Yes,Direct harvest,NA,Yes,NA,NA,Population count,Harvest rate,NA,NA,Neutral,"Effect of hunting on pop growth rate not significant (slope   SE: 0 079   0 614; F1,22 = 0 017, P = 0 899).",No,Abun,No,None,NA,NA,NA,No effects of hunting on pop growth rate - abundance for discussion cat,Yes
M035,Chocolate,mpact of hunting along the migration corridor of pink-footed geese Anser brachyrhynchus - implications for sustainable harvest management,"Clausen, KK.",2017,Journal of Applied Ecology,NA,Flyway,"Norway, Danmark (staging grounds)",Europe,single-species,Anser brachyrhynchus,Geese,Yes,Direct harvest,NA,Yes,NA,NA,Population count,NA,NA,Age bias,Bias,Age group ratio from wild pop and hunted birds compared. Age composition of harvessted birds obtained by wing survey and that of wild pop by observation. Juvenile birds were 3 7 times more likely to be shot than adult birds. Diff in juv harvest between Norway and Danmark is correlated to the age group composition in the two countries.,No,VU,Yes,None,Adult,NA,NA,NA,Yes
M036,Chocolate,Seasonal variation in Eurasian Wigeon Anas penelope sex and age ratios from hunter-based surveys,"Clausen, KK.",2013,Journal of Ornithology,NA,National,Denmark,Europe,single-species,Anas penelope,Duck,Yes,Direct harvest,NA,No,NA,NA,Population count,NA,NA,NA,NA,"Danish wing survey from harvested birds. The sex distribution did not appear to vary much between years (z = 1.83, p = 0.068). Data compared with field observational survey. When variation over time considered, two survey methods produced similar composition. They study concludes that wing survey is a good way to estimate wild pop demography.",No,Dat,No,None,NA,NA,NA,Just shows sex ratios from wing surveys match observations - useful as Dat for estimating hunting impacts - not sure whether to retain?,Yes
M037,Chocolate,"Consequences of hunter harvest, winter weather, and increasing population size on survival of non-migratory Canada geese in Connecticut","Conover, MR.",2015,Journal of Wildlife Management,NA,National,USA,North America,single-species,Branta canadensis,Geese,Yes,Direct harvest,NA,No,NA,Survival,CMR,Banded recovery,NA,NA,Neutral,"Pop data from Breeding Bird Survey and Christmas Bird Count. Hunter harvest estimates for geese in Connecticut from the Connecticut Department of Environmental Protection, one for summer one for winter. Hunting pressure not found in the top few models by AIC.",No,Surv,No,None,NA,NA,NA,Hunting doesn't influence CG survival rates,Yes
M039,Chocolate,Survival of female northern pintails wintering in southwestern Louisiana,"Cox, RR.",1998,Journal of Wildlife Management,Overwinter,Regional,USA,North America,single-species,Anas acuta,Duck,Yes,Direct harvest,NA,Yes,Season: Shooting vs non-shooting,Survival,CMR,Banded recovery,NA,NA,Negative,"Radiotelemetry to estimate survival rates of female pintail wintering. Tested for variation in survival and hunting mortality rates in relation to age (immature o winter (1990-91, 1991-92, 1992-93), time period (prehunting season, first hunting season, time betwe hunting seasons, second hunting season, posthunting season), body condition (body mass when release justed for body size), and region (southwestern Louisiana or elsewhere on the Texas-Louisiana Gulf  Mississippi Alluvial Valley). Body condition is size adjusted body mass.  Models divided into 2 types, model considering all death cause and that considering only hunting harvest. All cause model, tfmale survival was lower during hunting than during nonhunting seasons (Ps < 0.01). s (Fig. 2). Of 70 deaths, we confirmed that 43 (61%) were due to legal hunting, 2 (3%) were believed due to legal hunting (transmitters were found near duck blinds or hunting camps with harnesses stretched as if removed by hunters), 1 (1%) was shot illegally.",No,Surv,Yes,Negative,NA,NA,NA,"Hunting major cause of mortality, survival lower during hunting season.",Yes
M039,Chocolate,Survival of female northern pintails wintering in southwestern Louisiana,"Cox, RR.",1998,Journal of Wildlife Management,Overwinter,Regional,USA,North America,single-species,Anas acuta,Duck,Yes,Direct harvest,NA,Yes,NA,NA,CMR,Banded recovery,NA,Age bias,Bias,"Model on hunting mortality 53 hunting mortality in 27198 exposure days of 322 individuals. Age effects (Wald X21 = 11.69, P < 0.001). 4, P = 0.23). Immatures were 2.6 (95% CI = 1.5-4.5) times more likely to be shot by hunters than adults. Hunting mortality rates were 0.130 +- 0.025 for adults and 0.287 +- 0.046 for immatures.",No,VU,Yes,None,juveniles,NA,NA,Juveniles more vulnerable to hunting than adults,Yes
M040,Chocolate,Factors Affecting Winter Survival of Female Mallards in the Lower Mississippi Alluvial Valley,"Davis, BE.",2011,Waterbirds,Overwinter,Regional,USA,North America,single-species,Anas platyrhynhcos,Duck,Yes,Direct harvest,NA,Yes,Season: Shooting vs non-shooting,NA,CMR,Banded recovery,NA,NA,Negative,"Hazard ratios indicated that female Mallards were 5.6 (CI95 = 1.4<U+0096>21.9) times and 4.4 (CI95 = 1.5<U+0096>12.4) times more likely to die on any given day in the HUNT1 or HUNT2 (hunting periods), respectively, than they were on any given day in the POST (post hunting period). 36 mortalities on the core tracking area, 18 hunted, 18 other causes.",No,Surv,Yes,Negative,NA,NA,NA,NA,Yes
M040,Chocolate,Factors Affecting Winter Survival of Female Mallards in the Lower Mississippi Alluvial Valley,"Davis, BE.",2011,Waterbirds,Overwinter,Regional,USA,North America,single-species,Anas platyrhynhcos,Duck,Yes,Direct harvest,NA,Yes,Season: Shooting vs non-shooting,Survival,CMR,Banded recovery,NA,Body condition,Bias,"PCA on five morphological measurements (natural wing chord, total tarsus, head length, culmen and middle toe; Dzubin and Cooch 1992) and then used the first principal component score as a measure of structural
size for each marked female. Body condition is in top model.  The model predicted overall survival rate for the female estimated to be in the best condition was greater than twice the model predicted overall survival rate for the female estimated to be in the worst condition.",No,Mort,Yes,Negative,body condtion,NA,NA,Females with lower body condition had lower survival and hunting a major cause of mortality - not dirtectly linked to harvest risk - keep as Surv or remove?,Yes
M041,Chocolate,Distribution and derivation of dabbling duck harvests in the Pacific Flyway,"de Sorbino, CN.",2017,California Fish and Game,NA,Flyway,"Canada, USA",North America,multi-species,Dabbling ducks,Duck,Yes,Direct harvest,NA,Yes,NA,NA,Multiple,Bag total,NA,NA,NA,"Used abundance, banding and harvest data to estimate the distribution and derivation of dabbling duck harvest throughout the Pacific flyway. Multiple data sources of harvesting and surveys. Some pop are modelled using other data. Paper describes the harvesting pattern across the flyway and speculate the change in harvest due to pop change instead. Harvest rate estimated by recovery for each sp. For mallards, pintails, and gadwalls, which had more recovery data, also estimated recovery rates.",No,HD,No,None,NA,NA,NA,Just described harvest distribution and derivation using a variety of data sources and pop models - think HD the best fit for discussion cat.,Yes
M042,Chocolate,"Hunting vulnerability and wintering strategy among waterfowl in Camargue, France","Dehorter, O.",1998,Wildlife Biology,Overwinter,Regional,France,Europe,multi-species,Three sp of dabbling ducks (teal Anas c. crecca A. strepera and A. penelope),Duck,Yes,Direct harvest,NA,No,NA,NA,NA,Bag total,NA,NA,NA,"Looked at how hunting vbulnerability and harvest rates of dabbling ducks in the Camargue varies across winter period (high, low, high energy demand). Found that instead of hunting vulnerability being highest during periods of high energy demand, diet (granivorous vs herbivorous), migration chronology and habitat selection are all important drivers of hunting vulnerability.",No,VU,Yes,None,NA,NA,NA,"Looks at variation in hunting vulnmerability for Teal, Wigeon and Mallard across the winter. Think retain as VU?",Yes
M043,Aim<e9>e,A comparison of green-winged teal Anas crecca survival and harvest between Europe and North America,"Devineau, O.",2010,Wildlife Biology,NA,National,France,Europe,multi-species,Anas crecca crecca,Duck,Yes,Direct harvest,recreational hunting,Yes,Regional,Survival,CMR,Harvest rate,NA,Sex bias,Bias,"male survival higher than female (0.5 vs 0.4), harvest rate lower in males than females (0.20 vs 0.26), survival lower in hunting season vs non-hunting season (0.91 vs 0.98)",No,Surv,Yes,Negative,Female,NA,NA,NA,Yes
M043,Aim<e9>e,A comparison of green-winged teal Anas crecca survival and harvest between Europe and North America,"Devineau, O.",2010,Wildlife Biology,NA,National,USA/Canada,North America,multi-species,Anas crecca carolinensis,Duck,Yes,Direct harvest,recreational hunting,Yes,Regional,Survival,All,Harvest rate,NA,Sex bias,Bias,"north america survival greater than Europe (0.54 vs 0.49), sex ratio for recoveries bias in Namerica 3.6 male:female, 1.4 more even in Europe, higher harvest prob in europe (0.17) vs 0.07 in Namerica",No,HR,Yes,NA,Europe,NA,NA,NA,Yes
M044,Chocolate,"Effects of hunting season structure, weather and body condition on overwintering mallard Anas platyrhynchos survival","Dooley, JL.",2010,Wildlife Biology,Overwinter,Regional,USA,North America,single-species,Anas platyrhynchos,Duck,Yes,Direct harvest,NA,Yes,Season: Shooting vs non-shooting,Survival,CMR,Banded recovery,Shoot duration,NA,NA,"radio-marked 235 adult birds. Crippling bodies are also recovered. 64 died. 39 reported by hunters, 4 classified as crippling. Of mortality, 67% were direct results of hunting, and survival was lower during hunting periods compared to non-hunting periods. Survival was lowest during the first 2-3 weekends of the hunting periods. Survial modelled with variables  using nest survival model to give cumulative variable weights. Differences in survival among different non-hunting periods (NH; cumulative variable weight = 0.16) and among different hunting periods (H; cumulative variable weight = 0.24) were less supported. For the opening week(s) effect of hunting periods, three weeks (3 WK; cumulative variable weight = 0.28) and two weeks (2 WK; cumulative variable weight= 0.24) effects were more supported than a one week effect (1 WK; cumulative variable weight = 0.08).",No,Surv,Yes,Negative,NA,NA,NA,Hunting major cause of mortality - survival lower in hunting period,Yes
M045,Chocolate,Age class dynamics of Canada geese in the central flyway,"Dooley, JL.",2019,Journal of Wildlife Management,Year-round,Regional,USA,North America,single-species,Branta canadensis,Geese,Yes,Direct harvest,NA,Yes,NA,Survival,CMR,Banded recovery,NA,Age bias,Bias,Variation in recvovery distributions amongst age classes - recovery distributions of subadults were more varied and northwards than adults or juveniles.,No,HD,Yes,None,NA,NA,NA,Just show spatial variation in recoveries between age classes - remove? If not HD?,Yes
M045,Chocolate,Age class dynamics of Canada geese in the central flyway,"Dooley, JL.",2019,Journal of Wildlife Management,Year-round,Regional,USA,North America,single-species,Branta canadensis,Geese,Yes,Direct harvest,NA,Yes,NA,Survival,CMR,Banded recovery,all/combination,NA,NA,"Change in harvest regulations include both, cannot be disentangled. There was some decrease in adult and subadult survival estimates with liberalized harvest regulations.",No,Surv,Yes,Negative,NA,NA,NA,Weak evidence - liberalized harvest regulations conincided with reduced adult and subadult survival but juvenile survival increased.,Yes
M046,Chocolate,"Hunting mortality of mallards Anas platyrhynchos in relation to time of day, flocking behaviour, and individual condition","Dufour, KW.",1995,Wildlife Biology,Overwinter,Regional,Canada,North America,single-species,Anas platyrhynchos,Duck,Yes,Direct harvest,NA,No,NA,NA,NA,Bag total,Shoot time,NA,Bias,"Models mortality number by time of day body, age/sex and body condition. Peak harvest occurred during the first third of the day regardless how far it is to the hunting season, then end of the day, and least at mid day. G =172.79, df=2, P<O.OOI  when model only done first third of day vs rest of the day. No sex or age bias within this model G =8.58, df = 6, P >0.1). Replicated goodness-of-fit tests. Flocking behaviour. Collected observational data to determine the relative frequencies of lone mallards and mallard flocks in the population at large then compare to harvest data. Only morning data used from both sources. Onetailed Wilcoxon signed-ranks test, T, = 31, P <0.005), single birds are more likely to be shot than flcok birds.
",No,VU,Yes,None,"single indivs, early in day",NA,NA,Just shows birds more likely to be shot earlier in the day and single birds more vulnerable than flocks - put as VU?,Yes
M046,Chocolate,"Hunting mortality of mallards Anas platyrhynchos in relation to time of day, flocking behaviour, and individual condition","Dufour, KW.",1995,Wildlife Biology,Overwinter,Regional,Canada,North America,single-species,Anas platyrhynchos,Duck,Yes,Direct harvest,NA,No,NA,NA,NA,Bag total,NA,Body condition,Neutral,Abdominal fat as index of condition. Birds shot during diff times of the day do not have sig diff in body condition,No,VU,No,None,body condition no effect,NA,NA,No relationship between body condition and time shot - not sure how to categorise this,Yes
M047,Chocolate,"Condition and vulnerability to hunting amounf mallards staging at Lake St Clair, Ontario","Dufour, KW.",1993,Journal of Wildlife Management,Overwinter,Regional,Canada,North America,single-species,Anas platyrhynchos,Duck,Yes,Direct harvest,NA,No,NA,NA,NA,Banded recovery,NA,Body condition,Bias,"Aug to Sep. Compare if poor body condition more likely to be shot, leading to mismatch between shot and wild population composition. Body mass corrected for structural size as an index of condition. Binary regression. 93 recovered, not enough sample size for each age/sex class, but generally more juc than adults. tion. In 6 of 8 comparisons (by year age, and sex), individuals recovered during the hunting season were on average in poor condition relative to those not recovered. 3 out of 8 show sig -ve relationship between body condition and recovery by p < 0.05, and 1 at p < 0.1.Using the largest recovered gp (juv male). The expected probability of direct recovery for an individual of average body mass to be 0.070, whereas that for an individual of the same structural size but having 5% less mass was estimated to be 0.091. Thus, a 5% decrease in body mass below the mean resulted in an estimated 29% increase in direct recovery probability.",No,VU,Yes,Negative,poor body condition,NA,NA,Poor condition increased harvest probability.,Yes
M048,Chocolate,Factors affecting population dynamics of Eurasian woodcocks wintering in France: assessing the efficiency of a hunting-free reserve,"Duriez, O.",2005,Biological Conservation,Overwinter,Site,France,Europe,single-species,Scolopax rusticola,Waders,Yes,Direct harvest,NA,Yes,Site: Shooting vs non-shooting,Survival,CMR,Banded recovery,NA,NA,Positive,"98 radio-tagged woodcocks. Estimate survival by time spend in hunting and non hunting site. 39 died. More than half of the birds spent all their winter in the reserve, but the remaining half was submitted to possible hunting for a variable amount of time, and 30% of birds spent >50% of their time in the hunting area (woodlands or hedges). The per cent (%) of locations in the reserve  did not differ among ages and years.  For both age classes, survival probability increased as birds spent more time in reserve (slope = 0.596 <U+00B1> SE 0.209, P < 0.05). In the model S{Age*Reserve}, the slopes were 0.150 <U+00B1> SE 0.348 (ns) and 0.776 <U+00B1> SE 0.249 (P < 0.05) for adults and yearlings, respectively.",No,Surv,Yes,Negative,NA,NA,NA,Birds which spent more time in a hunting free reserve had a greater survival probability,Yes
M048,Chocolate,Factors affecting population dynamics of Eurasian woodcocks wintering in France: assessing the efficiency of a hunting-free reserve,"Duriez, O.",2005,Biological Conservation,Overwinter,Site,France,Europe,single-species,Scolopax rusticola,Waders,Yes,Direct harvest,NA,Yes,Site: Shooting vs non-shooting,Survival,CMR,Banded recovery,NA,Age bias,Bias,91% of hunte birds are juv. 70% of predated birds are juv. No sig diff between hunting and natural mortality but mortality is biased towards juv.,No,VU,Yes,Negative,juveniles,NA,NA,Juvs more vulnerable to hunting (and predation) than adults,Yes
M049,Chocolate,An initial assessment of the sustainability of waterbird harvest in the United Kingdom,"Ellis, MB.",2022,Journal of Applied Ecology,NA,National,UK,Europe,multi-species,Multiple,NA,Yes,Direct harvest,NA,No,NA,NA,Population count,Harvest rate,NA,NA,Neutral,"Tested for relationships between  sustainable harvest index and conservation classifications category using a Welch's one-way ANOVA which allows for unequal variance and between SHI and wintering population trend (separately for short and long term) using linear regression. Sustainable harvest index show 3 suck, 2 geese and 1 wadere sp not sustainable against an objective of harvesting 50% or less of maximum annual productivity. No sig relationship between the index and conservation status s (F[2,4.6636] = 1.2374, p = 0.371). No sig diff of index of diff short term wintering pop trend (? = 0.007, p = 0.446) but postive relationshipt with long term wintering pop trend (? = 0.008, p = 0.040), meaning the sp with greatest pop growth is more likely to face overharvesting.",No,Abun,No,None,NA,NA,NA,Overall hunting doesn't seem to have a negative impact on pop trends of any species assessed - evidence of overharvest in some taxa which may influence ability to maintian stationary pop growth rates - not sure how to classify,Yes
M050,Chocolate,The effect of individual harvest on crippling losses,"Ellis, MB.",2022,Wildlife Society Bulletin,Overwinter,National,USA,North America,multi-species,Ducks excluding Teals.,Duck,Yes,Direct harvest,NA,No,NA,NA,NA,Crippling rate,Shoot duration,NA,Negative,"zero?inflated negative binomial model to account for false reporting of zeros and estimated waterfowl crippling losses from harvest data. Crippling data by questionaires to hunters and is highly zero inflated. Modelled against hunter exp in years, use of decoys (yes or no), reported number of days hunted, and total duck harvest per hunter. Neither hunter age (P = 0.529) nor reported use of decoys (P = 0.864) had a significant effect on crippling rate. The percentage of ducks crippled decreased per hunter as both the number of days hunted (? = ?0.007, SE = 0.003, P = 0.007) and their total duck harvest increased (? = ?0.017, SE = 0.001, P < 0.001). The probability of reporting false zeros decreased with the total number of ducks harvested per hunter (? = ?0.107, SE = 0.017, P < 0.001), and increased with the total number of days hunted per hunter (? = 0.070,
SE = 0.007, P < 0.001). There was an interaction between the total days hunting ducks and total duck harvest",No,Skill,Yes,None,experience and time in field,kill accuracy,crippling,Hunters who spent more time in the field and had higher harvest rates had lower crippling rates. Think this should be classified as skill,Yes
M053,Chocolate,"Pintail and mallard survival in California relative to habitat, abundance, and hunting","Fleskes, JP.",2007,Journal of Wildlife Management,Overwinter,Regional,USA,North America,multi-species,Anas platyrhynchos,Duck,Yes,Direct harvest,NA,Yes,NA,Survival,CMR,Banded recovery,all/combination,NA,Negative,"Radiotag. Most pintail (72%) and mallard (91%) deaths were from hunting. Early and late period changes include habitat restoration and loosening hunting regulations. Female only. 2 pintails were illegally shot during posthunt. Pintail: The top 6 models with period accounted for 98.9% of the weight, providing strong evidence for a difference between EARLY and LATE survival rates. Survivial increases in LATE years, but  mortality increase during hunting weeks. Combined hunting pressure index (from hunting days and bird abundance) increase mortality but hunter days decrease mortality. Mallard: 1 in top 6 models contain EARLY/LATE. Additional hunter days were associated with a 31 6 30% increase in weekly mortality. Hunter days should be number of active hunters * days they are active.",No,Surv,Yes,Negative,NA,NA,NA,Reduced hunting pressure index led to decreased mortality. Increased bag limits led to increased mortality,Yes
M053,Chocolate,"Pintail and mallard survival in California relative to habitat, abundance, and hunting","Fleskes, JP.",2007,Journal of Wildlife Management,Overwinter,Regional,USA,North America,multi-species,Anas platyrhynchos,Duck,Yes,Direct harvest,NA,Yes,Season: Shooting vs non-shooting,Survival,CMR,Banded recovery,all/combination,NA,Negative,Mortality increase during hunting season,No,Surv,Yes,Negative,NA,NA,NA,NA,Yes
M053,Chocolate,"Pintail and mallard survival in California relative to habitat, abundance, and hunting","Fleskes, JP.",2007,Journal of Wildlife Management,Overwinter,Regional,USA,North America,multi-species,A. acuta,Duck,Yes,Direct harvest,NA,Yes,Season: Shooting vs non-shooting,Survival,CMR,Banded recovery,all/combination,NA,Negative,Mortality increase during hunting season,No,Surv,Yes,Negative,NA,NA,NA,Complicated as hunting regulations and habitat quality change simultaenously in opposite directions - more hunting but better habitat later - higher survival for pintails later but still negatively associated with HPI.,Yes
M053,Chocolate,"Pintail and mallard survival in California relative to habitat, abundance, and hunting","Fleskes, JP.",2007,Journal of Wildlife Management,Overwinter,Regional,USA,North America,multi-species,A. acuta,Duck,Yes,Direct harvest,NA,Yes,NA,NA,CMR,Banded recovery,all/combination,NA,Negative,Increased HPI leads to increased hunting mortality.,No,Surv,Yes,Negative,NA,NA,NA,NA,Yes
M054,Chocolate,Age-ratio bias among hunter-based surveys of Eurasian Wigeon Anas penelope based on wing vs. field samples,"Fox, AD.",2015,Ibis,Overwinter,National,Danmark,Europe,single-species,Anas penelope,Duck,Yes,Direct harvest,NA,No,NA,NA,Population count,NA,NA,Age bias,Bias,"Danish wing survey with wings submitted by hunters. Field counts of Wigeon were carried out with telescopes at 42 different sites across Denmark. After accounting for this highly seasonal variation in age distribution, there was a highly significant main effect difference between the two samples (P < 0.0001), with juveniles being 3.5 (95% CI 2.4<U+0096>5.0) times more likely to be killed and reported by hunters than adults.",No,VU,Yes,Negative,juveniles,NA,NA,Juveniles more likely to be killed by hunters than adults.,Yes
M054,Chocolate,Age-ratio bias among hunter-based surveys of Eurasian Wigeon Anas penelope based on wing vs. field samples,"Fox, AD.",2015,Ibis,Overwinter,National,Danmark,Europe,single-species,Anas penelope,Duck,Yes,Direct harvest,NA,No,NA,NA,Population count,NA,NA,Sex bias,Neutral,No significant differences (hunting bias) in the sex ratios in the two samples over the entire season (P = 0.43),No,VU,No,None,NA,NA,NA,No sex bias in hunting vulnerability,Yes
M055,Chocolate,Between-year variations in sex/age ratio bias in hunter wings of Eurasian Wigeon (Anas penelope) compared to field samples,"Fox, AD.",2016,Ornis Fennica,Overwinter,National,Danmark,Europe,single-species,Anas penelope,Duck,Yes,Direct harvest,NA,No,NA,NA,Population count,NA,NA,Age bias,Bias,Showed that age bias in shot samples vs field observations varied seasonally - need to account for temporal variation in pop models. Bias uniform between years in the middle part of the season - shot samples a valuable resource to look at productivity.,No,Dat,Yes,None,NA,NA,NA,Seems to be the same dataset to paper M054 with more focus on seasonal effect - put as Dat - lookin for seasonal variation.,Yes
M058,Izzy,The Greenland white-fronted goose Anser albifrons flavirostris in Ireland and Britain 1982/83-1994/95: Population change under conservation legislation,"Fox, AD.",1998,Wildlife Biology,NA,National,Multiple,Europe,single-species,Greenland white-fronted goose,Geese,No,Unobserved crippling loss,recreational hunting,Yes,Annual,Survival,Population count,Unobserved harvest loss,NA,NA,Positive,Assesses population change after introduced conservation legislation.,No,Surv,Yes,Negative,NA,NA,NA,conservation positive effect hunting have negative effect,Yes
M059,Izzy,Migration routes and recovery rates of lesser snow geese from southwestern Hudson Bay,"Francis, CM.",1992,Journal of Wildlife Management,Migration,National,Canada,North America,single-species,Lesser Snow Goose,Geese,Yes,Direct harvest,recreational hunting,Yes,Site: Shooting vs non-shooting,Survival,CMR,Harvest rate,NA,NA,Positive,Uses survival and recovery rates to assess population on fifferent migration routes.,No,Dat,Yes,NA,location differences,NA,NA,not really look at impact just reporting,Yes
M060,Izzy,Sexual differences in survival and recovery rates of lesser snow geese,"Francis, CM.",1992,Journal of Wildlife Management,NA,National,Canada,North America,single-species,Lesser Snow Goose,Geese,Yes,Direct harvest,recreational hunting,Yes,NA,Survival,CMR,Bag total,NA,Sex bias,Neutral,Uses hunter recoveries to test for sexual differences in survival and recovery rates but found little effect.,No,Surv,Yes,None,male,NA,NA,NA,Yes
